winery,country,points,description,designation,Refined-description,CountVectorizer,TF-IDF Vectorizer Column
Peter Paul Wines,US,90,"From Old Wente clones grown on the famous vineyard, this full-bodied, textured wine shows ripe elements of golden honey, Gravenstein apple and toasted vanilla oak. Along the way, it flirts nicely with pear and marzipan, finishing in balanced minerality.",Bacigalupi Vineyard,From Old Wente clone grown famous vineyard fullbodied textured wine show ripe element golden honey Gravenstein apple toasted vanilla oak Along way flirt nicely pear marzipan finishing balanced minerality,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404]]"
Portal del Montsant,Spain,90,"Plump, waxy aromas of baked apple and lanolin are complex and proprietary to Garnacha Blanca. This feels full and creamy, with moderate but present acidity. Slightly bitter, peppery stone-fruit flavors fold in a note of papaya and vanilla. A steady finish is healthy and balanced.",Santbru,Plump waxy aroma baked apple lanolin complex proprietary Garnacha Blanca This feel full creamy moderate present acidity Slightly bitter peppery stonefruit flavor fold note papaya vanilla A steady finish healthy balanced,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136]]"
Nicolas Potel,France,90,"This wine comes from one of the best vineyard sites in Savigny-lès-Beaune, on the slope closest to Beaune. It is a smooth, perfumed and ripe wine that has a balanced structure under the bright red-cherry flavor. Still bursting with young fruit, the wine will age, so wait to drink until 2019.",Les Marconnets Premier Cru,This wine come one best vineyard site SavignylèsBeaune slope closest Beaune It smooth perfumed ripe wine balanced structure bright redcherry flavor Still bursting young fruit wine age wait drink 2019,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.5303300858899106, 0.17677669529663687]]"
Willamette Valley Vineyards,US,90,"When a rosé pushes past 14% alcohol, that's an indication of a pretty potent wine. Here's a fine example, showcasing ripe strawberry and peach fruit, with excellent concentration and mouth-filling flavors. Using all free-run juice, this is fresh and full-bodied.",Whole Cluster Rosé of,When rosé push past 14 alcohol indication pretty potent wine Here fine example showcasing ripe strawberry peach fruit excellent concentration mouthfilling flavor Using freerun juice fresh fullbodied,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]]"
Jean-Baptiste Adam,France,90,"Lemon freshness encounters some honeyed richness. There's a hint of pleasant bitterness of honeycomb on the flavor, while the palate is streamlined with zesty lemon freshness. These create an intriguing and successful counterpoint on the dry, slender but expressive body.",Vieilles Vignes,Lemon freshness encounter honeyed richness There hint pleasant bitterness honeycomb flavor palate streamlined zesty lemon freshness These create intriguing successful counterpoint dry slender expressive body,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.3849001794597505, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.3849001794597505, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526]]"
Kuentz-Bas,France,90,"Gentle spice and redcurrant notes promise a subtle wine. The palate does not disappoint and sings with translucent, light-footed elegance. This is all about charm and ease, about chiffon rather than velvet. Crisp freshness brightens and lightens everything. It's a mere whiff of a wine but a delicious one.",Tradition,Gentle spice redcurrant note promise subtle wine The palate disappoint sings translucent lightfooted elegance This charm ease chiffon rather velvet Crisp freshness brightens lightens everything It mere whiff wine delicious one,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.3849001794597505]]"
Leon Beyer,France,90,"Summer fruit and fresh ripeness dominate: think red apple, yellow plum and breezy lemon freshness. This wine is really uplifting, light, fresh and friendly: it paints a picture of summer aperos under open skies. Drink soon.",,Summer fruit fresh ripeness dominate think red apple yellow plum breezy lemon freshness This wine really uplifting light fresh friendly paint picture summer aperos open sky Drink soon,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.3592106040535498, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.3592106040535498, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749]]"
Oremus,Hungary,90,"This 100% Furmint offers scents reminiscent of yellow peach, vanilla and caramelized pineapple upside-down cake. In the mouth, there are bright flavors of green apple and gooseberry.",Mandolás,This 100 Furmint offer scent reminiscent yellow peach vanilla caramelized pineapple upsidedown cake In mouth bright flavor green apple gooseberry,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587]]"
Patland,US,90,"A dense, leathery, richly stylized wine from a great vineyard site, this offers thick layers of dark chocolate, blueberry and plum. Integrated in terms of oak and tannin, it delivers concentration and power, capped off on the finish in a shot of cigar.",Stagecoach Vineyard,A dense leathery richly stylized wine great vineyard site offer thick layer dark chocolate blueberry plum Integrated term oak tannin delivers concentration power capped finish shot cigar,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]]"
Inspire Moore,US,90,"Fronds of leafy herb and violet perfume align in this vibrantly composed Cabernet Franc. It's equal parts earthy and fruity, showcasing ripe black cherry and plum flavors etched by savory shades of mineral and soil. Fine, penetrating tannins squarely frame the finish of this red.",Wisdom,Fronds leafy herb violet perfume align vibrantly composed Cabernet Franc It equal part earthy fruity showcasing ripe black cherry plum flavor etched savory shade mineral soil Fine penetrating tannin squarely frame finish red,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749]]"
Joseph Mellot,France,90,"From a small, 15-acre property, this wine is ripe, rich and full of yellow fruits along with crisp apples, with a tight texture that needs to develop. It is crisply structured, zesty and mineral in character. Give this juicy, delicious wine until 2017 before drinking.",Domaine des Emois,From small 15acre property wine ripe rich full yellow fruit along crisp apple tight texture need develop It crisply structured zesty mineral character Give juicy delicious wine 2017 drinking,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.3922322702763681, 0.19611613513818404, 0.19611613513818404]]"
Kanzler,US,90,"This outgoing and full-bodied wine has a lot going for it. Fruity, enticing aromas lead to fully ripe flavors that suggest plums and fresh strawberries, with a suave and supple texture.",,This outgoing fullbodied wine lot going Fruity enticing aroma lead fully ripe flavor suggest plum fresh strawberry suave supple texture,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174]]"
Lachini,US,90,"This Oregon-based producer has sourced Petaluma Gap grapes to craft a light, clear and somewhat smoky and full-bodied expression of the variety. It's dense and rich in black cherry, currant and cola-vanilla.",La Cruz Vineyard,This Oregonbased producer sourced Petaluma Gap grape craft light clear somewhat smoky fullbodied expression variety It dense rich black cherry currant colavanilla,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896]]"
Lasseter,US,90,"This is an estate-grown, co-fermented field blend of Zin with Cabernet Franc, Alicante Bouschet, Petite Sirah, Grand Noir de Calmette, Peloursin, Lenoir, Merlot and Mourvèdre made in a small amount. Powerful tannin and leather are the stars, along with flavors of cigar, black pepper, cherry and orange.",L'Ame du Sage Old Vine,This estategrown cofermented field blend Zin Cabernet Franc Alicante Bouschet Petite Sirah Grand Noir de Calmette Peloursin Lenoir Merlot Mourvèdre made small amount Powerful tannin leather star along flavor cigar black pepper cherry orange,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186]]"
Le Gode,Italy,90,"Aromas of wild berry, leather, sunbaked earth, star anise and a balsamic note of menthol lift out of the glass. The robust, powerful palate offers fleshy blackberry, wild cherry, cinnamon, nutmeg and tobacco alongside chewy tannins. Despite the juicy fruit, there's a warmth of alcohol on the finish but it doesn't dominate.",,Aromas wild berry leather sunbaked earth star anise balsamic note menthol lift glass The robust powerful palate offer fleshy blackberry wild cherry cinnamon nutmeg tobacco alongside chewy tannin Despite juicy fruit warmth alcohol finish nt dominate,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]","[[0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.3287979746107146]]"
Mazzei,Italy,90,"Made with 90% Cabernet Sauvignon and 10% Cabernet Franc, this boasts aromas of black currant, mature plum, black pepper and clove. The ripe palate delivers fleshy black cherry, blackberry, licorice and Mediterranean brush accompanied by firm, fine-grained tannins.",Tenuta Belguardo,Made 90 Cabernet Sauvignon 10 Cabernet Franc boast aroma black currant mature plum black pepper clove The ripe palate delivers fleshy black cherry blackberry licorice Mediterranean brush accompanied firm finegrained tannin,"[1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]","[[0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.4931969619160719, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.3287979746107146, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573]]"
Ouled Thaleb,Morocco,90,"Deep ruby red to the eye, this red wine has a nose of cherry, pomegranate and lemon peel. It comes on bright, offering flavors of cherry, peach, eucalyptus, rose petal and pencil lead. Velvety tannins coat the palate into a finish that is a luscious mélange of cherry and orange zest with a touch of mint.",,Deep ruby red eye red wine nose cherry pomegranate lemon peel It come bright offering flavor cherry peach eucalyptus rose petal pencil lead Velvety tannin coat palate finish luscious mélange cherry orange zest touch mint,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1]","[[0.1543033499620919, 0.4629100498862757, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.3086066999241838, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919]]"
Parmeson,US,90,"This wine is a field blend of 80% Zinfandel, with 10% Petite Sirah, 6% Alicante Bouschet and 4% other mixed black grapes. High-toned in plum and dark cherry, it's bright while also being plush and juicy. This is a small-production offering from a fairly cool area for the grape.",Alegría Vineyard,This wine field blend 80 Zinfandel 10 Petite Sirah 6 Alicante Bouschet 4 mixed black grape Hightoned plum dark cherry bright also plush juicy This smallproduction offering fairly cool area grape,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]","[[0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.3779644730092272, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136]]"
Purcari,Moldova,90,"This blend of 70% Cabernet Sauvignon, 25% Saperavi and 5% Rara Neagra has aromas of red raspberry, violet candy and black cherry. There are flavors of cherry vanilla and pomegranate with soft tannins and an elegant finish.",Negru de Purcari,This blend 70 Cabernet Sauvignon 25 Saperavi 5 Rara Neagra aroma red raspberry violet candy black cherry There flavor cherry vanilla pomegranate soft tannin elegant finish,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1]","[[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.4, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]]"
Sanglier Cellars,US,90,"This wine has a compelling earthy funkiness that's both varietal and fun, a tangle of red fruit, sassafras and cardamom that's light and bright. It makes a great companion to food.",,This wine compelling earthy funkiness varietal fun tangle red fruit sassafras cardamom light bright It make great companion food,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297]]"
Seconda Stella a Destra,Italy,90,"Forest floor, mature berry, scorched soil and a whiff of new leather lead the nose. The palate shows dried black cherry, mocha, cinnamon and clove alongside firm, fine-grained tannins. A licorice note closes the finish.",Riserva,Forest floor mature berry scorched soil whiff new leather lead nose The palate show dried black cherry mocha cinnamon clove alongside firm finegrained tannin A licorice note close finish,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404]]"
Tamarack Cellars,US,90,"Berry, herb and baking spice aromas lead the nose. The palate brings fleshy plum, cherry and coffee flavors that linger on the finish. This wine provides great easy-drinking appeal.",,Berry herb baking spice aroma lead nose The palate brings fleshy plum cherry coffee flavor linger finish This wine provides great easydrinking appeal,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924]]"
Telaya,US,90,"The aromas of earth, char and dark berries are alluring. The flavors are rich but never lose their deftness.",,The aroma earth char dark berry alluring The flavor rich never lose deftness,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[[0.31622776601683794, 0.31622776601683794, 0.31622776601683794, 0.31622776601683794, 0.31622776601683794, 0.31622776601683794, 0.31622776601683794, 0.31622776601683794, 0.31622776601683794, 0.31622776601683794]]"
The Calling,US,90,"This is a robust, full-bodied and sultry wine, one within the producer's single-vineyard series, from a well-known and respected site. Oak and candied black cherry sit atop an abundance of cola spice and earthy truffle, promising more to come as it opens in the glass.",Fox Den Vineyard,This robust fullbodied sultry wine one within producer singlevineyard series wellknown respected site Oak candied black cherry sit atop abundance cola spice earthy truffle promising come open glass,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]]"
Uccelliera,Italy,90,"Big and chewy, this opens with aromas that recall leather, truffle, scorched earth and ripe plum. The brawny palate offers dried black cherry, raspberry jam, licorice and a gamy note alongside a tannic backbone. The heat of evident alcohol marks the finish. Loaded with rustic charm, it has more power than complexity.",,Big chewy open aroma recall leather truffle scorched earth ripe plum The brawny palate offer dried black cherry raspberry jam licorice gamy note alongside tannic backbone The heat evident alcohol mark finish Loaded rustic charm power complexity,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033]]"
Va Piano,US,90,"The cherry, herb and barrel spice aromas are quite brooding at present. The fruit flavors are all about elegance of expression, showing pleasing complexities and plenty of hang time on the finish.",Lewis Vineyard,The cherry herb barrel spice aroma quite brooding present The fruit flavor elegance expression showing pleasing complexity plenty hang time finish,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174]]"
Argiano,Italy,90,"Coffee, toast, nut, forest floor and fleshy plum aromas waft out of the glass. The big, round palate offers dried black cherry, blackberry jam, licorice and chopped herb alongside ripe, loosely knit tannins. It's straightforward for a Brunello but it has a juicy, immediate appeal. Drink now through 2020.",,Coffee toast nut forest floor fleshy plum aroma waft glass The big round palate offer dried black cherry blackberry jam licorice chopped herb alongside ripe loosely knit tannin It straightforward Brunello juicy immediate appeal Drink 2020,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882]]"
